,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
18938,2025,MI,FT,Quantitative Researcher,170000,USD,170000,US,0,US,M
18940,2025,MI,FT,Analyst,85280,USD,85280,US,0,US,M
18942,2025,MI,FT,Machine Learning Engineer,149468,USD,149468,US,0,US,M
18943,2025,MI,FT,Machine Learning Engineer,122292,USD,122292,US,0,US,M
18944,2025,MI,FT,Engineer,122979,USD,122979,US,100,US,M
18949,2025,EX,FT,Data Scientist,175000,USD,175000,US,0,US,M
18950,2025,EX,FT,Data Engineer,239467,USD,239467,CA,0,CA,M
18952,2025,SE,FT,Data Engineer,165200,USD,165200,US,0,US,M
18953,2025,SE,FT,Data Engineer,141000,USD,141000,US,0,US,M
18954,2025,EX,FT,Platform Engineer,239467,USD,239467,CA,0,CA,M
18955,2025,EX,FT,Platform Engineer,165800,USD,165800,CA,0,CA,M
18958,2025,SE,FT,Engineer,356500,USD,356500,US,0,US,M
18959,2025,SE,FT,Engineer,224000,USD,224000,US,0,US,M
18961,2025,SE,FT,Engineer,272000,USD,272000,US,0,US,M
18964,2025,SE,FT,Engineering Manager,391000,USD,391000,US,0,US,M
18965,2025,SE,FT,Engineering Manager,248000,USD,248000,US,0,US,M
18966,2025,SE,FT,Machine Learning Engineer,471500,USD,471500,US,0,US,M
18969,2025,SE,FT,Machine Learning Engineer,272000,USD,272000,US,0,US,M
18970,2025,SE,FT,Engineer,322000,USD,322000,US,100,US,M
18971,2025,SE,FT,Engineer,160000,USD,160000,US,100,US,M
18978,2025,SE,FT,Software Engineer,471500,USD,471500,US,0,US,M
18979,2025,SE,FT,Software Engineer,308000,USD,308000,US,0,US,M
18981,2025,SE,FT,Engineer,148000,USD,148000,US,0,US,M
18982,2025,MI,FT,Postdoctoral Research Fellow,70000,USD,70000,CA,0,CA,M
18983,2025,MI,FT,Postdoctoral Research Fellow,70000,USD,70000,CA,0,CA,M
18984,2025,MI,FT,Engineer,135000,USD,135000,CA,0,CA,M
18985,2025,MI,FT,Engineer,120000,USD,120000,CA,0,CA,M
18986,2025,MI,FT,Data Engineer,150200,USD,150200,US,0,US,M
18987,2025,MI,FT,Data Engineer,89000,USD,89000,US,0,US,M
18988,2025,SE,FT,Manager,345600,USD,345600,US,0,US,M
18990,2025,SE,FT,Machine Learning Scientist,115200,USD,115200,CA,0,CA,M
18991,2025,SE,FT,Machine Learning Scientist,76800,USD,76800,CA,0,CA,M
18993,2025,MI,FT,Associate,95600,USD,95600,US,0,US,M
18994,2025,MI,FT,Data Scientist,145537,USD,145537,US,100,US,M
18995,2025,MI,FT,Data Scientist,119076,USD,119076,US,100,US,M
18996,2025,SE,FT,Data Scientist,222300,USD,222300,US,0,US,M
18997,2025,SE,FT,Data Scientist,119700,USD,119700,US,0,US,M
19004,2025,MI,FT,Systems Engineer,138000,USD,138000,US,0,US,M
19008,2025,MI,FT,Data Governance Analyst,140000,USD,140000,US,0,US,M
19009,2025,MI,FT,Data Governance Analyst,125000,USD,125000,US,0,US,M
19012,2025,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
19016,2025,SE,FT,Data Scientist,129000,USD,129000,US,0,US,M
19020,2025,SE,FT,Data Engineer,50000,EUR,52631,FR,0,FR,M
19021,2025,SE,FT,Data Engineer,44000,EUR,46315,FR,0,FR,M
19022,2025,SE,FT,Machine Learning Engineer,320000,USD,320000,US,0,US,M
19023,2025,SE,FT,Machine Learning Engineer,154700,USD,154700,US,0,US,M
19025,2025,SE,FT,Engineer,104000,USD,104000,US,0,US,M
19027,2025,SE,FT,Research Scientist,173100,USD,173100,US,0,US,M
19028,2025,SE,FT,Software Engineer,159500,USD,159500,US,0,US,M
19031,2025,SE,FT,Statistician,119000,USD,119000,US,0,US,M
19032,2025,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
19033,2025,SE,FT,Data Engineer,84000,USD,84000,US,0,US,M
19036,2025,EN,PT,BI Developer,16000,EUR,16842,SK,0,SK,M
19039,2025,EN,PT,BI Developer,16000,EUR,16842,SK,0,SK,M
19042,2025,SE,FT,Software Development Engineer,261500,USD,261500,US,0,US,L
19044,2025,MI,FT,BI Analyst,115000,USD,115000,JP,100,JP,M
19045,2025,MI,FT,BI Analyst,40900,USD,40900,JP,100,JP,M
19046,2025,SE,FT,Architect,282000,USD,282000,US,100,US,M
19047,2025,SE,FT,Architect,205000,USD,205000,US,100,US,M
19048,2025,MI,FT,Manager,196032,USD,196032,US,0,US,M
19051,2025,SE,FT,Engineer,120000,USD,120000,US,0,US,M
19057,2025,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
19058,2025,MI,FT,Data Scientist,185000,USD,185000,US,0,US,L
19059,2025,MI,FT,Data Scientist,97500,USD,97500,US,0,US,L
19061,2025,MI,FT,Business Intelligence Engineer,126381,USD,126381,US,0,US,L
19063,2025,SE,FT,Software Engineer,214000,USD,214000,US,0,US,M
19065,2025,SE,FT,Machine Learning Engineer,158000,USD,158000,US,0,US,M
19066,2025,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
19068,2025,MI,FT,Manager,185000,USD,185000,US,0,US,L
19069,2025,MI,FT,Manager,106400,USD,106400,US,0,US,L
19070,2025,SE,FT,Data Product Manager,160000,USD,160000,US,100,US,M
19071,2025,SE,FT,Data Product Manager,115000,USD,115000,US,100,US,M
19073,2025,SE,FT,Product Designer,125000,USD,125000,US,100,US,M
19074,2025,SE,FT,Software Engineer,135000,USD,135000,US,0,US,M
19077,2025,MI,FT,Machine Learning Engineer,212000,USD,212000,US,0,US,M
19078,2025,SE,FT,Machine Learning Engineer,197500,USD,197500,US,0,US,M
19080,2025,MI,FT,Data Operations Analyst,107000,USD,107000,US,0,US,M
19083,2025,MI,FT,Engineer,116300,USD,116300,US,0,US,L
19084,2025,SE,FT,Solutions Architect,220000,USD,220000,US,100,US,M
19085,2025,SE,FT,Solutions Architect,175000,USD,175000,US,100,US,M
19086,2025,MI,FT,Engineer,255000,USD,255000,US,0,US,M
19088,2025,SE,FT,Manager,234000,USD,234000,CA,0,CA,M
19091,2025,MI,FT,Software Engineer,150000,USD,150000,US,100,US,M
19092,2025,MI,FT,Engineer,186000,USD,186000,US,0,US,M
19094,2025,SE,FT,Engineer,273000,USD,273000,US,0,US,M
19095,2025,SE,FT,Engineer,180000,USD,180000,US,0,US,M
19101,2025,SE,FT,Engineer,120000,USD,120000,US,0,US,M
19102,2025,SE,FT,Engineer,273000,USD,273000,US,0,US,M
19103,2025,SE,FT,Engineer,180000,USD,180000,US,0,US,M
19105,2025,MI,FT,Quantitative Researcher,125000,USD,125000,US,0,US,M
19106,2025,MI,FT,Associate,150000,USD,150000,US,0,US,M
19108,2025,MI,FT,Data Engineer,165000,USD,165000,US,0,US,M
19112,2025,SE,FT,Analyst,125000,USD,125000,US,0,US,M
19113,2025,SE,FT,Analyst,112000,USD,112000,US,0,US,M
19115,2025,SE,FT,Engineer,90000,USD,90000,US,0,US,M
19116,2025,SE,FT,Engineer,270000,USD,270000,US,0,US,M
19117,2025,SE,FT,Engineer,90000,USD,90000,US,0,US,M
19123,2025,SE,FT,Product Manager,135100,USD,135100,US,0,US,M
19125,2025,SE,FT,Consultant,82160,USD,82160,US,0,US,M
19128,2025,SE,FT,Analyst,121688,USD,121688,US,100,US,M
19131,2025,MI,FT,Software Engineer,120000,USD,120000,US,0,US,M
19135,2025,SE,FT,Solutions Architect,116900,USD,116900,US,0,US,M
19137,2025,MI,FT,Software Engineer,104000,USD,104000,US,0,US,M
19138,2025,SE,FT,Manager,195000,USD,195000,US,0,US,M
19140,2025,SE,FT,Data Strategist,135000,USD,135000,CA,0,CA,M
19141,2025,SE,FT,Data Strategist,110000,USD,110000,CA,0,CA,M
19142,2025,SE,FT,Product Manager,220000,USD,220000,US,100,US,M
19143,2025,SE,FT,Product Manager,160000,USD,160000,US,100,US,M
19145,2025,MI,FT,Analytics Engineer,85000,USD,85000,US,0,US,M
19151,2025,SE,FT,Data Engineer,139800,USD,139800,US,0,US,M
19153,2025,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
19154,2025,MI,FT,Machine Learning Engineer,248640,USD,248640,US,0,US,M
19155,2025,MI,FT,Machine Learning Engineer,165760,USD,165760,US,0,US,M
19156,2025,SE,FT,Manager,215270,USD,215270,US,100,US,M
19159,2025,MI,FT,Power BI Administrator,103445,USD,103445,US,0,US,M
19168,2025,SE,FT,Product Manager,240000,USD,240000,CA,100,CA,M
19172,2025,SE,FT,Software Developer,220000,USD,220000,US,0,US,M
19174,2025,MI,FT,Engineer,225000,USD,225000,US,0,US,M
19175,2025,MI,FT,Engineer,75000,USD,75000,US,0,US,M
19180,2025,MI,FT,Technical Support Specialist,75000,USD,75000,US,0,US,M
19181,2025,MI,FT,Technical Support Specialist,70000,USD,70000,US,0,US,M
19183,2025,SE,FT,Platform Engineer,205000,USD,205000,US,0,US,M
19188,2025,MI,FT,Data Scientist,174000,USD,174000,US,0,US,M
19191,2025,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
19192,2025,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
19194,2025,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
19197,2025,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
19199,2025,MI,FT,Data Scientist,69800,USD,69800,US,0,US,M
19200,2025,EN,FT,Data Specialist,40740,EUR,42884,AT,0,AT,M
19204,2025,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M
19208,2025,SE,FT,Data Engineer,214100,USD,214100,CA,0,CA,M
19209,2025,SE,FT,Data Engineer,142700,USD,142700,CA,0,CA,M
19210,2025,SE,FT,Data Engineer,216300,USD,216300,US,100,US,M
19215,2025,MI,FT,Data Modeler,69318,USD,69318,US,0,US,M
19216,2025,SE,FT,Data Architect,138000,USD,138000,CA,0,CA,M
19217,2025,SE,FT,Data Architect,72000,USD,72000,CA,0,CA,M
19219,2025,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
19222,2025,EN,FT,Data Analyst,78000,USD,78000,CA,0,CA,M
19223,2025,EN,FT,Data Analyst,63008,USD,63008,CA,0,CA,M
19229,2025,EN,FT,Data Analyst,32721,GBP,41418,GB,0,GB,M
19233,2025,SE,FT,Developer,128300,USD,128300,CA,0,CA,M
19235,2025,MI,FT,Prompt Engineer,75000,USD,75000,US,100,US,M
19236,2025,EX,FT,Engineer,232900,USD,232900,US,0,US,M
19238,2025,SE,FT,Consultant,90000,GBP,113924,GB,0,GB,M
19240,2025,SE,FT,Engineer,158200,USD,158200,CA,0,CA,M
19241,2025,SE,FT,Engineer,79700,USD,79700,CA,0,CA,M
19244,2025,EX,FT,Backend Engineer,190000,USD,190000,US,100,US,M
19245,2025,EX,FT,Backend Engineer,130000,USD,130000,US,100,US,M
19248,2025,EX,FT,Full Stack Engineer,190000,USD,190000,US,0,US,M
19249,2025,EX,FT,Full Stack Engineer,130000,USD,130000,US,0,US,M
19250,2025,SE,FT,Full Stack Engineer,220000,USD,220000,US,0,US,M
19251,2025,SE,FT,Full Stack Engineer,170000,USD,170000,US,0,US,M
19254,2025,SE,FT,Manager,206350,USD,206350,US,0,US,M
19255,2025,SE,FT,Manager,120900,USD,120900,US,0,US,M
19256,2025,SE,FT,Manager,206350,USD,206350,US,0,US,M
19257,2025,SE,FT,Manager,120900,USD,120900,US,0,US,M
19263,2025,SE,FT,Business Intelligence Lead,160000,USD,160000,US,0,US,M
19265,2025,SE,FT,Analyst,80000,USD,80000,CA,0,CA,M
19266,2025,SE,FT,Principal Engineer,180000,USD,180000,US,100,US,M
19268,2025,EX,FT,Account Executive,270000,USD,270000,US,0,US,M
19269,2025,EX,FT,Account Executive,150000,USD,150000,US,0,US,M
19270,2025,SE,FT,Systems Engineer,560000,USD,560000,US,0,US,M
19273,2025,SE,FT,Manager,190000,USD,190000,US,0,US,M
19274,2025,SE,FT,Data Platform Engineer,276000,USD,276000,US,100,US,M
19281,2025,EN,FT,Analyst,92200,USD,92200,US,0,US,M
19284,2025,MI,FT,Software Engineer,85000,USD,85000,US,100,US,M
19285,2025,MI,FT,Software Engineer,70000,USD,70000,US,100,US,M
19289,2025,MI,FT,Research Engineer,170200,USD,170200,US,0,US,M
19290,2025,MI,PT,Developer,88000,USD,88000,US,0,US,M
19291,2025,MI,PT,Developer,80000,USD,80000,US,0,US,M
19292,2025,SE,FT,Software Engineer,244000,USD,244000,US,0,US,M
19293,2025,SE,FT,Software Engineer,166000,USD,166000,US,0,US,M
19294,2025,SE,FT,Application Developer,104000,USD,104000,US,100,US,M
19295,2025,SE,FT,Application Developer,72800,USD,72800,US,100,US,M
19300,2025,EX,FT,Data Engineer,130000,GBP,164556,GB,0,GB,M
19303,2025,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
19304,2025,SE,FT,Data Scientist,221400,USD,221400,US,0,US,M
19305,2025,SE,FT,Data Scientist,106600,USD,106600,US,0,US,M
19306,2025,MI,FT,Manager,176700,USD,176700,US,0,US,M
19308,2025,SE,FT,Data Scientist,233400,USD,233400,US,100,US,M
19309,2025,SE,FT,Data Scientist,145300,USD,145300,US,100,US,M
19312,2025,SE,FT,Engineer,218000,USD,218000,US,0,US,M
19318,2025,EN,FT,Data Analyst,99200,USD,99200,US,0,US,M
19320,2025,SE,FT,Data Analyst,157497,USD,157497,US,0,US,M
19321,2025,SE,FT,Data Analyst,84806,USD,84806,US,0,US,M
19325,2025,MI,FT,Associate,75000,USD,75000,US,0,US,M
19327,2025,SE,FT,Postdoctoral Fellow,77969,USD,77969,US,0,US,M
19328,2025,SE,FT,Software Engineer,244000,USD,244000,US,0,US,M
19329,2025,SE,FT,Software Engineer,166000,USD,166000,US,0,US,M
19331,2025,SE,FT,Software Engineer,166000,USD,166000,US,0,US,M
19336,2025,SE,FT,Technical Architect,100000,EUR,105263,DE,0,DE,M
19339,2025,SE,FT,Engineer,60000,EUR,63157,DE,0,DE,M
19340,2025,SE,FT,Developer,158200,USD,158200,US,0,US,M
19342,2025,SE,FT,Engineer,185000,USD,185000,US,0,US,M
19344,2025,SE,FT,Software Developer,223400,USD,223400,US,0,US,M
19347,2025,MI,FT,Research Engineer,137750,USD,137750,US,0,US,M
19354,2025,MI,FT,Manager,269640,USD,269640,US,100,US,M
19355,2025,MI,FT,Manager,163420,USD,163420,US,100,US,M
19358,2025,MI,FT,Product Manager,210000,USD,210000,US,100,US,M
19359,2025,MI,FT,Product Manager,180000,USD,180000,US,100,US,M
19363,2025,EN,FT,Statistician,73000,USD,73000,US,0,US,M
19367,2025,MI,FT,Research Engineer,137750,USD,137750,US,0,US,M
19369,2025,MI,FT,Research Engineer,145000,USD,145000,US,0,US,M
19372,2025,SE,FT,Software Engineer,337250,USD,337250,US,0,US,M
19375,2025,SE,FT,Software Engineer,145000,USD,145000,US,0,US,M
19376,2025,SE,FT,Software Engineer,237500,USD,237500,US,0,US,M
19378,2025,SE,FT,Consultant,199500,USD,199500,US,0,US,M
19380,2025,SE,FT,Software Engineer,230000,USD,230000,US,0,US,M
19385,2025,SE,FT,Manager,125000,USD,125000,US,0,US,M
19386,2025,SE,FT,Analyst,176600,USD,176600,US,100,US,M
19387,2025,SE,FT,Analyst,98100,USD,98100,US,100,US,M
19388,2025,MI,FT,Software Engineer,202000,USD,202000,US,0,US,M
19389,2025,MI,FT,Software Engineer,141000,USD,141000,US,0,US,M
19392,2025,MI,FT,Software Engineer,158200,USD,158200,US,0,US,M
19396,2025,SE,FT,Manager,245800,USD,245800,US,100,US,M
19397,2025,SE,FT,Manager,137000,USD,137000,US,100,US,M
19398,2025,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
19399,2025,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
19400,2025,SE,FT,Data Engineer,195427,USD,195427,US,100,US,M
19404,2025,MI,FT,Data Engineer,175400,USD,175400,US,0,US,M
19405,2025,MI,FT,Data Engineer,106300,USD,106300,US,0,US,M
19414,2025,SE,FT,AI Engineer,151200,USD,151200,CA,0,CA,M
19415,2025,SE,FT,AI Engineer,81600,USD,81600,CA,0,CA,M
19416,2025,MI,FT,Manager,95000,USD,95000,US,100,US,M
19420,2025,EN,FT,Analyst,110000,USD,110000,US,100,US,M
19422,2025,MI,FT,Associate,140000,USD,140000,US,0,US,M
19423,2025,MI,FT,Associate,105000,USD,105000,US,0,US,M
19425,2025,SE,FT,Business Intelligence Analyst,100000,USD,100000,US,0,US,M
19426,2025,SE,FT,Automation Engineer,124850,USD,124850,US,0,US,M
19429,2025,SE,FT,Engineer,150000,USD,150000,US,0,US,M
19432,2025,EN,FT,Quantitative Analyst,250000,USD,250000,US,0,US,M
19433,2025,EN,FT,Quantitative Analyst,175000,USD,175000,US,0,US,M
19434,2025,SE,FT,Analyst,135000,USD,135000,US,100,US,M
19436,2025,EN,FT,Analyst,95000,CAD,67857,CA,0,CA,M
19438,2025,MI,FT,Developer,79140,USD,79140,US,100,US,M
19439,2025,MI,FT,Developer,65686,USD,65686,US,100,US,M
19443,2025,SE,FT,Machine Learning Engineer,143625,USD,143625,US,0,US,M
19445,2025,MI,FT,Associate,70550,USD,70550,US,0,US,M
19446,2025,SE,FT,Developer,115000,USD,115000,US,0,US,M
19448,2025,SE,FT,Software Engineer,198000,USD,198000,US,0,US,M
19449,2025,SE,FT,Software Engineer,86800,USD,86800,US,0,US,M
19451,2025,MI,FT,Software Engineer,69400,USD,69400,US,0,US,M
19453,2025,EN,FT,Analyst,68000,USD,68000,US,0,US,M
19454,2025,MI,FT,Engineer,132000,USD,132000,US,0,US,M
19456,2025,SE,FT,Engineer,175000,USD,175000,US,0,US,M
19457,2025,SE,FT,Engineer,125000,USD,125000,US,0,US,M
19462,2025,SE,FT,Analyst,226100,USD,226100,US,0,US,M
19464,2025,SE,FT,Power BI Developer,130000,USD,130000,US,100,US,M
19473,2025,EN,FT,Data Governance Analyst,84000,USD,84000,US,100,US,M
19475,2025,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
19477,2025,MI,FT,Data Engineer,74000,EUR,77894,IE,0,IE,M
19478,2025,MI,FT,Data Engineer,250000,USD,250000,US,0,US,M
19479,2025,MI,FT,Data Engineer,220000,USD,220000,US,0,US,M
19480,2025,SE,FT,Data Engineer,130000,EUR,136842,IE,0,IE,M
19481,2025,SE,FT,Data Engineer,92600,EUR,97473,IE,0,IE,M
19483,2025,SE,FT,Data Engineer,55000,GBP,69620,GB,100,GB,M
19486,2025,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
19487,2025,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
19488,2025,SE,FT,Data Manager,188885,USD,188885,US,0,US,M
19490,2025,MI,FT,Data Management Specialist,80000,USD,80000,CA,0,CA,M
19491,2025,MI,FT,Data Management Specialist,68000,USD,68000,CA,0,CA,M
19492,2025,SE,FT,Consultant,160000,USD,160000,US,0,US,M
19493,2025,SE,FT,Consultant,123000,USD,123000,US,0,US,M
19495,2025,SE,FT,Consultant,122200,USD,122200,US,0,US,M
19496,2025,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
19498,2025,SE,FT,Data Analyst,207720,USD,207720,US,100,US,M
19504,2025,MI,FT,Consultant,90000,USD,90000,US,0,US,M
19507,2025,SE,FT,Data Analyst,115900,USD,115900,US,0,US,M
19508,2025,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M
19510,2025,SE,FT,Manager,220300,USD,220300,US,0,US,M
19513,2025,SE,FT,Data Analyst,99100,USD,99100,US,0,US,M
19514,2025,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
19515,2025,MI,FT,Data Analyst,64000,USD,64000,US,0,US,M
19519,2025,SE,FT,Data Architect,132250,USD,132250,US,0,US,M
19520,2025,SE,FT,Analytics Engineer,315000,USD,315000,US,0,US,M
19521,2025,SE,FT,Analytics Engineer,265000,USD,265000,US,0,US,M
19522,2025,SE,FT,Data Scientist,247296,USD,247296,US,0,US,M
19523,2025,SE,FT,Data Scientist,161280,USD,161280,US,0,US,M
19526,2025,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
19530,2025,SE,FT,Software Engineer,342000,USD,342000,US,100,US,M
19531,2025,SE,FT,Software Engineer,304000,USD,304000,US,100,US,M
19532,2025,SE,FT,Data Scientist,138000,CAD,98571,CA,0,CA,M
19534,2025,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
19535,2025,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
19537,2025,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
19538,2025,MI,FT,Data Scientist,338000,USD,338000,US,100,US,M
19539,2025,MI,FT,Data Scientist,164000,USD,164000,US,100,US,M
19541,2025,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
19542,2025,MI,FT,Data Scientist,70000,GBP,88607,GB,100,GB,M
19543,2025,MI,FT,Data Scientist,60000,GBP,75949,GB,100,GB,M
19544,2025,MI,FT,BI Engineer,139217,USD,139217,US,0,US,M
19545,2025,MI,FT,BI Engineer,119079,USD,119079,US,0,US,M
19547,2025,SE,FT,AI Engineer,158600,USD,158600,US,0,US,M
19548,2025,EN,FT,Analyst,140000,EUR,147368,IE,0,IE,M
19549,2025,EN,FT,Analyst,120000,EUR,126315,IE,0,IE,M
19552,2025,SE,FT,Product Analyst,182000,USD,182000,US,0,US,M
19553,2025,SE,FT,Product Analyst,155000,USD,155000,US,0,US,M
19555,2025,MI,FT,Engineering Manager,169000,USD,169000,US,0,US,M
19556,2025,SE,FT,Analyst,159240,USD,159240,US,100,US,M
19563,2025,SE,FT,Solutions Architect,139900,USD,139900,US,100,US,M
19564,2025,SE,FT,Engineer,140000,USD,140000,US,100,US,M
19568,2025,SE,FT,Analyst,156000,SGD,116417,SG,0,SG,M
19570,2025,MI,FT,Software Engineer,180000,USD,180000,US,0,US,M
19572,2025,SE,FT,Solutions Architect,175250,USD,175250,US,100,US,M
19574,2025,SE,FT,Consultant,105000,USD,105000,CA,0,CA,M
19575,2025,SE,FT,Consultant,80000,USD,80000,CA,0,CA,M
19576,2025,SE,FT,Engineer,87000,USD,87000,US,0,US,M
19579,2025,SE,FT,Solutions Architect,161300,USD,161300,US,100,US,M
19585,2025,SE,FT,Manager,125900,USD,125900,US,0,US,M
19586,2025,MI,FT,Associate,103100,USD,103100,US,0,US,M
19590,2025,SE,FT,Software Engineer,147000,USD,147000,US,100,US,M
19593,2025,SE,FT,Software Engineer,155760,USD,155760,US,0,US,M
19594,2025,MI,FT,Software Engineer,224500,USD,224500,US,0,US,M
19596,2025,SE,FT,Software Engineer,181000,USD,181000,US,0,US,M
19603,2025,SE,FT,Software Engineer,141000,USD,141000,US,0,US,M
19604,2025,EN,FT,Data Scientist,208800,USD,208800,US,0,US,M
19608,2025,SE,FT,Data Scientist,130650,USD,130650,US,0,US,M
19609,2025,SE,FT,Data Scientist,105740,USD,105740,US,0,US,M
19610,2025,SE,FT,Software Engineer,266000,USD,266000,US,0,US,M
19611,2025,SE,FT,Software Engineer,177688,USD,177688,US,0,US,M
19612,2025,SE,FT,Software Engineer,291000,USD,291000,US,0,US,M
19614,2025,SE,FT,Data Architect,160000,USD,160000,US,100,US,M
19615,2025,SE,FT,Data Architect,140000,USD,140000,US,100,US,M
19616,2025,SE,FT,Engineer,218000,USD,218000,US,0,US,M
19617,2025,SE,FT,Engineer,147000,USD,147000,US,0,US,M
19618,2025,SE,FT,Data Governance Lead,144271,AUD,93682,AU,0,AU,M
19620,2025,MI,FT,Data Governance Manager,136267,USD,136267,AU,0,AU,M
19622,2025,EN,FT,Data Analyst,67339,USD,67339,US,0,US,M
19623,2025,EN,FT,Data Analyst,56485,USD,56485,US,0,US,M
19625,2025,SE,FT,Manager,95000,USD,95000,US,100,US,M
19628,2025,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M
19630,2025,MI,FT,Manager,115824,USD,115824,US,0,US,M
19632,2025,MI,FT,Data Analyst,99000,USD,99000,US,100,US,M
19636,2025,MI,FT,Manager,115000,USD,115000,US,0,US,M
19640,2025,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M
19641,2025,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
19645,2025,SE,FT,Analyst,80061,USD,80061,US,0,US,M
19646,2025,SE,FT,Data Team Lead,250000,USD,250000,US,0,US,M
19649,2025,MI,FT,Associate,68500,USD,68500,US,0,US,M
19650,2025,SE,FT,Business Intelligence Developer,165800,USD,165800,US,0,US,M
19652,2025,EX,FT,Head of Data,140000,GBP,177215,GB,0,GB,M
19654,2025,SE,FT,Software Developer,291000,USD,291000,US,0,US,M
19659,2025,SE,FT,Data Engineer,100200,USD,100200,US,0,US,M
19660,2025,SE,FT,Data Engineer,206000,USD,206000,US,0,US,M
19661,2025,SE,FT,Data Engineer,110300,USD,110300,US,0,US,M
19662,2025,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M
19666,2025,MI,FT,Software Engineer,750000,USD,750000,US,100,US,M
19667,2025,MI,FT,Software Engineer,150000,USD,150000,US,100,US,M
19668,2025,MI,FT,Data Specialist,90000,USD,90000,US,0,US,M
19669,2025,MI,FT,Data Specialist,80000,USD,80000,US,0,US,M
19674,2025,SE,FT,Manager,207750,USD,207750,US,0,US,M
19675,2025,SE,FT,Manager,138500,USD,138500,US,0,US,M
19676,2025,SE,FT,Solutions Architect,268900,USD,268900,US,0,US,M
19677,2025,SE,FT,Solutions Architect,122200,USD,122200,US,0,US,M
19679,2025,SE,FT,Research Scientist,112500,USD,112500,US,0,US,M
19680,2025,SE,FT,Systems Engineer,225000,USD,225000,US,0,US,M
19681,2025,SE,FT,Systems Engineer,163000,USD,163000,US,0,US,M
19685,2025,SE,FT,Software Engineer,193200,USD,193200,US,0,US,M
19687,2025,MI,FT,Analyst,79800,USD,79800,US,0,US,M
19688,2025,SE,FT,Systems Engineer,158000,USD,158000,US,0,US,M
19690,2025,EN,FT,Statistician,42000,GBP,53164,GB,0,GB,M
19692,2025,SE,FT,Research Scientist,294000,USD,294000,US,0,US,M
19696,2025,SE,FT,Analyst,127000,USD,127000,US,0,US,M
19698,2025,SE,FT,Engineer,229000,USD,229000,US,0,US,M
19700,2025,SE,FT,Postdoctoral Fellow,145730,USD,145730,AU,0,AU,M
